"clan","year","id","rank","stan_rank"
"talek","2014","parc","21","0.111111111111111"
"happy.zebra","2014","pike","1","1"
"serena.s","2014","rast","5","0.555555555555556"
"talek","2014","reb","29","-0.244444444444444"
"serena.s","2014","rh","16","-0.666666666666667"
"happy.zebra","2014","ring","15","-0.866666666666667"
"talek","2014","roos","45","-0.955555555555555"
"serena.n","2014","sau","6","0.375"
"happy.zebra","2014","saw","7","0.2"
"happy.zebra","2014","sgl","8","0.0666666666666667"
"serena.n","2014","shrm","4","0.625"
"happy.zebra","2014","silk","14","-0.733333333333333"
"happy.zebra","2014","sktl","16","-1"
"serena.s","2014","slin","6","0.444444444444444"
"happy.zebra","2014","snap","6","0.333333333333333"
"talek","2014","styr","8","0.688888888888889"
"serena.s","2014","taj","11","-0.111111111111111"
"talek","2014","ted","15","0.377777777777778"
"serena.n","2014","tero","16","-0.875"
"talek","2014","tgpi","13","0.466666666666667"
"talek","2014","tilt","31","-0.333333333333333"
"serena.n","2014","tnsl","13","-0.5"
"serena.n","2014","trex","15","-0.75"
"serena.s","2014","tru","15","-0.555555555555556"
"talek","2014","twst","18","0.244444444444444"
"serena.n","2014","wafl","1","1"
"serena.s","2014","whiz","4","0.666666666666667"
"talek","2014","wran","33","-0.422222222222222"
"talek","2014","xnon","35","-0.511111111111111"
"talek","2014","yog","34","-0.466666666666667"
"serena.n","2015","ana","4","0.684210526315789"
"serena.n","2015","angi","9","0.157894736842105"
"serena.n","2015","arro","10","0.0526315789473685"
"serena.s","2015","bbw","8","0.125"
"serena.n","2015","bilj","8","0.263157894736842"
"serena.s","2015","blg","12","-0.375"
"serena.s","2015","brph","9","0"
"serena.s","2015","clov","3","0.75"
"serena.n","2015","crim","14","-0.368421052631579"
"serena.n","2015","digs","3","0.789473684210526"
"serena.n","2015","ema","17","-0.684210526315789"
"serena.n","2015","fuzz","15","-0.473684210526316"
"serena.s","2015","grim","7","0.25"
"serena.n","2015","hkr","6","0.473684210526316"
"serena.n","2015","ink","13","-0.263157894736842"
"serena.s","2015","java","1","1"
"serena.s","2015","jlp","16","-0.875"
"serena.n","2015","jude","12","-0.157894736842105"
"serena.s","2015","komo","2","0.875"
"serena.s","2015","ks","17","-1"
"serena.n","2015","lcs","20","-1"
"serena.n","2015","logc","2","0.894736842105263"
"serena.s","2015","mtn","15","-0.75"
"serena.s","2015","pala","11","-0.25"
"serena.n","2015","rama","16","-0.578947368421053"
"serena.s","2015","rast","5","0.5"
"serena.s","2015","rh","14","-0.625"
"serena.n","2015","rmon","11","-0.0526315789473684"
"serena.n","2015","sau","7","0.368421052631579"
"serena.n","2015","shrm","5","0.578947368421053"
"serena.s","2015","slin","6","0.375"
"serena.s","2015","taj","10","-0.125"
"serena.n","2015","tero","19","-0.894736842105263"
"serena.n","2015","trex","18","-0.789473684210526"
"serena.s","2015","tru","13","-0.5"
"serena.n","2015","wafl","1","1"
"serena.s","2015","whiz","4","0.625"
